,File,Time,Q
85,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02206.csv,5.8044466e-06,1.1979995100000262e-11
86,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02242.csv,6.0204949e-06,5.2282089519999606e-11
87,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02396.csv,5.5952073e-06,1.21879166199998e-11
88,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02396.csv,1.1956807e-05,8.208754680000476e-12
89,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02343.csv,9.9797263e-06,3.580297052000445e-11
90,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02343.csv,1.0490126e-05,1.0529337599993399e-12
91,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02472.csv,1.145389e-05,4.137542249999988e-11
92,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02549.csv,1.2751458e-06,3.7990429840000023e-11
93,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02549.csv,1.2735458e-06,3.7938346840000014e-11
94,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02551.csv,1.9086048e-05,-6.509583159998541e-12
95,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02578.csv,3.1313624e-06,2.1959175870000024e-11
96,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02604.csv,3.5607196e-06,1.028167004000034e-11
97,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02641.csv,1.0627521e-05,3.853210856000096e-11
98,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02700.csv,1.383338e-06,2.4167091379999852e-11
99,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02716.csv,1.2079865e-05,-1.3780827580001334e-11
100,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02716.csv,1.3277865e-05,-2.1496788796000169e-10
