File,Q,Trigger
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--10082.csv,4.041829494659391e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--05188.csv,5.558497084897721e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--01859.csv,1.9709966302489802e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--09568.csv,5.27099737934469e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--08848.csv,2.3709980874749006e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--02250.csv,1.6418303421362783e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--07328.csv,2.2933052149262602e-14,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--02158.csv,6.470996749272638e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--02644.csv,3.6668299489988775e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--07294.csv,5.054330469510341e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--01068.csv,4.266829945278874e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--05470.csv,2.937663297790434e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--04454.csv,5.262665378195838e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--09344.csv,4.229329843909308e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--04923.csv,2.2293305886414917e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--08213.csv,5.062664277321684e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--08239.csv,6.308496871469589e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--05081.csv,1.5016424343315587e-14,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--04475.csv,2.620995828098798e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--08959.csv,5.004330252433356e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--03120.csv,4.800164016802023e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00351.csv,3.8376632132841854e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--03387.csv,2.2793310182008597e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--07088.csv,4.970996966451039e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--09311.csv,5.495996969825959e-13,False
/home/einstein/PycharmProjects/_-300V_-1800V_-2300V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--08767.csv,5.520996998349718e-13,False
