File,Q,pedestal,a,b,lead_index1,lead_index2,raise_time,r2
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02586.csv,-3.2104147513844436e-11,0.0002464820560878,-540021.5350877175,-0.06867595473602522,1680,1699,6.000726701285828e-09,0.9239870129981569
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02587.csv,-2.7729177123267147e-11,0.0002238190388223,-144305.9787593988,-0.02286691841993355,1606,1626,1.713297849689274e-08,0.5282600433099813
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02595.csv,-4.141663257744761e-11,0.0003293371508982,-1074810.181818195,-0.18381166855171124,1573,1584,4.549764975659415e-09,0.9606448843998697
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02610.csv,-5.847915496827603e-11,0.0002295367812375,-1402243.5714285788,-0.19765473527384442,1648,1661,5.510430272194381e-09,0.9782392531266271
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02625.csv,-4.460415431611285e-11,0.0002321357497005,-695970.6697802201,-0.09894041525945382,1645,1659,6.435680114472105e-09,0.9363086153050886
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02635.csv,-4.920832142197546e-11,0.0002951347383233,-860140.4742647072,-0.13596433714434727,1605,1621,6.137885553137983e-09,0.9646822234668319
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02644.csv,-2.568750283994411e-11,0.00025012061996,-624999.9741071434,-0.04501423128067224,1821,1836,4.656154586446624e-09,0.9741483609202721
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02655.csv,-2.666666465743257e-11,0.0002605164956087,-284160.94669117953,-0.04342248080385631,1621,1637,9.097228970370657e-09,0.9205835392124594
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02671.csv,-4.685415792895298e-11,0.0003372379993013,-1171874.7045454439,-0.1689052671643399,1640,1651,4.320535616821711e-09,0.9905602500795212
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02684.csv,-6.02083432230659e-11,0.0002464820551896,-1101762.939560449,-0.16711127920001345,1622,1635,5.588484984445136e-09,0.9856171594361715
